Year,Month,GDP_nominal,GDP_real,Price_index
2006,9,14.170328237175,1417.0328237175,1
2006,10,-3.9184799267186463,-391.84799267186463,1
2006,11,78.55365180482727,7855.365180482727,1
2006,12,52.175774857813394,5217.577485781339,1
2007,1,104.35894065815125,10435.894065815126,1
2007,2,213.29720088457668,21329.720088457667,1
2007,3,131.35462238588457,13135.462238588458,1
2007,4,246.31529552411394,24631.529552411394,1
2007,5,292.22931268413544,29222.931268413544,1
2007,6,276.21576625081127,27621.57662508113,1
2007,7,238.83674860893206,23883.674860893207,1
2007,8,371.4253521433096,37142.535214330965,1
2007,9,411.90166923875574,41190.16692387557,1
2007,10,317.34079228014406,31734.079228014405,1
2007,11,342.00781365223384,34200.78136522338,1
2007,12,376.80382573988265,37680.38257398827,1
2008,1,408.8739209279097,40887.39209279097,1
2008,2,166.41119160114738,16641.119160114737,1
2008,3,221.67373014437715,22167.373014437715,1
2008,4,257.2766289424741,25727.66289424741,1
2008,5,264.77898038022227,26477.898038022227,1
2008,6,475.0038768424529,47500.38768424529,1
2008,7,341.3374107139739,34133.74107139739,1
2008,8,242.81167437966042,24281.16743796604,1
2008,9,113.81976022425226,11381.976022425226,1
2008,10,-32.22423936735572,-3222.423936735572,1
2008,11,5.0917679896260495,509.17679896260495,1
2008,12,-279.42712531998404,-27942.712531998404,1
2009,1,-261.6168269113846,-26161.682691138456,1
2009,2,-241.10024439969993,-24110.024439969995,1
2009,3,-326.26928540013773,-32626.928540013774,1
2009,4,-419.2448575278888,-41924.48575278888,1
2009,5,-439.0708683980906,-43907.08683980906,1
2009,6,-438.89622562597697,-43889.622562597695,1
2009,7,-507.84183682667583,-50784.183682667586,1
2009,8,-468.20760961543306,-46820.7609615433,1
2009,9,-486.525451607356,-48652.5451607356,1
2009,10,-343.7372704176332,-34373.727041763326,1
2009,11,-409.7999736614522,-40979.997366145224,1
2009,12,-537.0214689540201,-53702.14689540201,1
2010,1,-448.72966391045793,-44872.96639104579,1
2010,2,-453.82446614600246,-45382.446614600245,1
2010,3,-379.1967832758296,-37919.67832758296,1
2010,4,-379.8715229150647,-37987.15229150647,1
2010,5,-413.0155926789439,-41301.559267894394,1
2010,6,-361.6469001825858,-36164.69001825858,1
2010,7,-292.86435304120096,-29286.435304120096,1
2010,8,-339.0008588700081,-33900.08588700081,1
2010,9,-283.70732528412304,-28370.732528412304,1
2010,10,-216.98265989871953,-21698.265989871954,1
2010,11,-301.45777032904755,-30145.777032904756,1
2010,12,-247.42356419025674,-24742.356419025673,1
2011,1,-423.3039490974635,-42330.39490974635,1
2011,2,-424.61783266590237,-42461.78326659024,1
2011,3,-214.84412251074014,-21484.412251074013,1
2011,4,-186.14372624714713,-18614.372624714713,1
2011,5,-236.90255149035778,-23690.255149035776,1
2011,6,-321.1495058554713,-32114.950585547133,1
2011,7,-259.9854969576708,-25998.54969576708,1
2011,8,-166.86443241222105,-16686.443241222107,1
2011,9,-301.0672198341757,-30106.72198341757,1
2011,10,-85.12976683882593,-8512.976683882593,1
2011,11,-191.71598104127804,-19171.598104127803,1
2011,12,-243.96177005674974,-24396.177005674974,1
2012,1,-161.9410415004013,-16194.10415004013,1
2012,2,2.871297012610569,287.1297012610569,1
2012,3,-149.26766213296537,-14926.766213296538,1
2012,4,-54.43382655224525,-5443.382655224525,1
2012,5,-34.481103860389894,-3448.1103860389894,1
2012,6,-50.31940167264773,-5031.940167264773,1
2012,7,-18.61862760414725,-1861.862760414725,1
2012,8,-131.5786892700466,-13157.86892700466,1
2012,9,-49.25749428557856,-4925.749428557856,1
2012,10,-152.5179502659347,-15251.79502659347,1
2012,11,-129.06296482620797,-12906.296482620797,1
2012,12,-33.202445581656974,-3320.2445581656975,1
2013,1,14.622699852637794,1462.2699852637793,1
2013,2,-107.19143613867278,-10719.143613867278,1
2013,3,-91.72776117058265,-9172.776117058265,1
2013,4,-99.77718285838813,-9977.718285838813,1
2013,5,-167.1276088172463,-16712.760881724633,1
2013,6,-42.51594666225046,-4251.594666225045,1
2013,7,-67.69310400866931,-6769.310400866931,1
2013,8,-25.26998847165683,-2526.998847165683,1
2013,9,-34.19450766644671,-3419.450766644671,1
2013,10,13.163430791865196,1316.3430791865196,1
2013,11,131.2529192880888,13125.29192880888,1
2013,12,103.43005020701837,10343.005020701838,1
2014,1,-25.902084066512273,-2590.2084066512275,1
2014,2,13.860608852295442,1386.0608852295443,1
2014,3,33.52722134829179,3352.7221348291787,1
2014,4,68.55684580632703,6855.684580632704,1
2014,5,118.75657461111115,11875.657461111115,1
2014,6,121.36850014763525,12136.850014763524,1
2014,7,199.82871480061573,19982.871480061574,1
2014,8,272.0773109547807,27207.731095478073,1
2014,9,179.86838099517064,17986.838099517063,1
2014,10,258.26201730643936,25826.201730643937,1
2014,11,290.2523122735073,29025.23122735073,1
2014,12,215.63935828112278,21563.935828112277,1
2015,1,155.79324771411018,15579.324771411018,1
2015,2,296.0980729573353,29609.80729573353,1
2015,3,185.61492639561038,18561.49263956104,1
2015,4,292.8399004137301,29283.99004137301,1
2015,5,292.34508739657383,29234.508739657384,1
2015,6,394.5325797288985,39453.25797288985,1
2015,7,306.91146979557385,30691.146979557387,1
2015,8,314.6008499813863,31460.08499813863,1
2015,9,425.6348126711706,42563.48126711706,1
2015,10,273.6954502497006,27369.545024970063,1
2015,11,275.673855101943,27567.385510194297,1
2015,12,250.80711961257916,25080.711961257915,1
2016,1,208.94633616642034,20894.633616642033,1
2016,2,90.02459714843287,9002.459714843288,1
2016,3,261.14999494329413,26114.999494329415,1
2016,4,210.2576219358742,21025.76219358742,1
2016,5,151.54257051101712,15154.257051101711,1
2016,6,183.71493305357177,18371.493305357177,1
2016,7,219.1418019482021,21914.180194820212,1
2016,8,251.64626957991146,25164.626957991146,1
2016,9,332.19242833346874,33219.24283334687,1
